originregion_id,originregion_name,destinationregion_id,destinationregion_name,origin_iso,origin_name,destination_iso,destination_name,countryflow_2000,countryflow_2001,countryflow_2002,countryflow_2003,countryflow_2004,countryflow_2010,countryflow_2011,countryflow_2012,countryflow_2013,countryflow_2014,regionflow_2000,regionflow_2001,regionflow_2002,regionflow_2003,regionflow_2004,regionflow_2010,regionflow_2011,regionflow_2012,regionflow_2013,regionflow_2014
7,Burgenland,5,Lower Austria,73,Burgenland 3 rural,53,Lower Austria 3 rural,563,128,142,118,44,835,147,223,183,88,1191,246,294,246,97,1516,269,422,328,149
7,Burgenland,6,Vienna,73,Burgenland 3 rural,61,Vienna 1 urban,2141,666,620,409,126,2266,580,734,396,172,2141,666,620,409,126,2266,580,734,396,172
7,Burgenland,7,Burgenland,73,Burgenland 3 rural,73,Burgenland 3 rural,4388,780,1210,792,222,6183,1068,1463,1168,588,4388,780,1210,792,222,6183,1068,1463,1168,588
7,Burgenland,8,Styria,73,Burgenland 3 rural,82,Styria 2 intermediate,182,58,52,27,10,373,119,102,61,24,555,149,147,88,27,1015,250,262,185,83
7,Burgenland,8,Styria,73,Burgenland 3 rural,83,Styria 3 rural,373,91,95,61,17,642,131,160,124,59,555,149,147,88,27,1015,250,262,185,83
7,Burgenland,9,Carinthia,73,Burgenland 3 rural,92,Carinthia 2 intermediate,25,3,7,3,7,43,9,10,14,1,43,8,12,8,7,68,11,15,21,3
7,Burgenland,9,Carinthia,73,Burgenland 3 rural,93,Carinthia 3 rural,18,5,5,5,0,25,2,5,7,2,43,8,12,8,7,68,11,15,21,3
8,Styria,1,Vorarlberg,82,Styria 2 intermediate,11,Vorarlberg 1 urban,105,15,40,21,7,111,29,39,17,7,263,47,92,57,19,239,58,75,39,15
8,Styria,1,Vorarlberg,82,Styria 2 intermediate,13,Vorarlberg 3 rural,45,4,12,14,4,42,11,18,5,0,263,47,92,57,19,239,58,75,39,15
8,Styria,2,Tyrol,82,Styria 2 intermediate,21,Tyrol 1 urban,126,32,50,27,4,145,43,54,28,8,434,113,165,88,18,468,140,156,82,31
8,Styria,2,Tyrol,82,Styria 2 intermediate,23,Tyrol 3 rural,121,38,44,22,5,175,45,63,24,15,434,113,165,88,18,468,140,156,82,31
8,Styria,3,Salzburg,82,Styria 2 intermediate,32,Salzburg 2 intermediate,188,44,86,26,6,258,78,108,36,12,654,159,239,102,32,741,227,287,110,39
8,Styria,3,Salzburg,82,Styria 2 intermediate,33,Salzburg 3 rural,109,30,39,16,4,157,63,62,17,6,654,159,239,102,32,741,227,287,110,39
8,Styria,4,Upper Austria,82,Styria 2 intermediate,42,Upper Austria 2 intermediate,269,65,107,47,7,488,130,191,72,20,910,202,334,166,24,1491,403,503,251,78
8,Styria,4,Upper Austria,82,Styria 2 intermediate,43,Upper Austria 3 rural,226,52,93,37,7,487,164,176,65,22,910,202,334,166,24,1491,403,503,251,78
8,Styria,5,Lower Austria,82,Styria 2 intermediate,51,Lower Austria 1 urban,240,43,69,47,20,254,51,76,51,19,1017,205,297,194,63,1300,280,380,252,107
8,Styria,5,Lower Austria,82,Styria 2 intermediate,53,Lower Austria 3 rural,297,70,88,54,23,482,131,144,89,37,1017,205,297,194,63,1300,280,380,252,107
8,Styria,6,Vienna,82,Styria 2 intermediate,61,Vienna 1 urban,1628,417,711,250,62,2328,725,851,371,103,2841,784,1183,438,116,3635,1208,1251,559,176
8,Styria,7,Burgenland,82,Styria 2 intermediate,73,Burgenland 3 rural,169,29,50,39,9,253,57,65,47,25,651,130,183,123,35,866,178,201,193,72
8,Styria,8,Styria,82,Styria 2 intermediate,82,Styria 2 intermediate,12770,2650,3429,2470,755,16035,3751,4189,2872,1137,38525,8621,10690,6568,1957,47457,11540,12379,8412,3430
8,Styria,8,Styria,82,Styria 2 intermediate,83,Styria 3 rural,3599,676,1008,670,246,4750,1042,1405,851,404,38525,8621,10690,6568,1957,47457,11540,12379,8412,3430
8,Styria,9,Carinthia,82,Styria 2 intermediate,92,Carinthia 2 intermediate,357,55,162,53,20,583,195,222,67,36,1042,212,360,168,72,1545,490,488,224,99
8,Styria,9,Carinthia,82,Styria 2 intermediate,93,Carinthia 3 rural,228,51,80,37,17,472,179,151,53,17,1042,212,360,168,72,1545,490,488,224,99
8,Styria,1,Vorarlberg,83,Styria 3 rural,11,Vorarlberg 1 urban,89,21,31,18,6,63,13,14,10,5,263,47,92,57,19,239,58,75,39,15
8,Styria,1,Vorarlberg,83,Styria 3 rural,13,Vorarlberg 3 rural,24,7,9,4,2,23,5,4,7,3,263,47,92,57,19,239,58,75,39,15
8,Styria,2,Tyrol,83,Styria 3 rural,21,Tyrol 1 urban,77,24,27,16,1,69,27,20,12,3,434,113,165,88,18,468,140,156,82,31
8,Styria,2,Tyrol,83,Styria 3 rural,23,Tyrol 3 rural,110,19,44,23,8,79,25,19,18,5,434,113,165,88,18,468,140,156,82,31
8,Styria,3,Salzburg,83,Styria 3 rural,32,Salzburg 2 intermediate,203,51,66,36,9,172,37,70,26,15,654,159,239,102,32,741,227,287,110,39
8,Styria,3,Salzburg,83,Styria 3 rural,33,Salzburg 3 rural,154,34,48,24,13,154,49,47,31,6,654,159,239,102,32,741,227,287,110,39
8,Styria,4,Upper Austria,83,Styria 3 rural,42,Upper Austria 2 intermediate,183,42,54,33,3,232,45,62,56,13,910,202,334,166,24,1491,403,503,251,78
8,Styria,4,Upper Austria,83,Styria 3 rural,43,Upper Austria 3 rural,232,43,80,49,7,284,64,74,58,23,910,202,334,166,24,1491,403,503,251,78
8,Styria,5,Lower Austria,83,Styria 3 rural,51,Lower Austria 1 urban,199,28,66,42,6,229,37,61,52,24,1017,205,297,194,63,1300,280,380,252,107
8,Styria,5,Lower Austria,83,Styria 3 rural,53,Lower Austria 3 rural,281,64,74,51,14,335,61,99,60,27,1017,205,297,194,63,1300,280,380,252,107
8,Styria,6,Vienna,83,Styria 3 rural,61,Vienna 1 urban,1213,367,472,188,54,1307,483,400,188,73,2841,784,1183,438,116,3635,1208,1251,559,176
8,Styria,7,Burgenland,83,Styria 3 rural,73,Burgenland 3 rural,482,101,133,84,26,613,121,136,146,47,651,130,183,123,35,866,178,201,193,72
8,Styria,8,Styria,83,Styria 3 rural,82,Styria 2 intermediate,4106,1265,1223,610,197,5642,2125,1378,856,331,38525,8621,10690,6568,1957,47457,11540,12379,8412,3430
8,Styria,8,Styria,83,Styria 3 rural,83,Styria 3 rural,18050,4030,5030,2818,759,21030,4622,5407,3833,1558,38525,8621,10690,6568,1957,47457,11540,12379,8412,3430
8,Styria,9,Carinthia,83,Styria 3 rural,92,Carinthia 2 intermediate,197,47,59,39,11,247,59,63,43,24,1042,212,360,168,72,1545,490,488,224,99
8,Styria,9,Carinthia,83,Styria 3 rural,93,Carinthia 3 rural,260,59,59,39,24,243,57,52,61,22,1042,212,360,168,72,1545,490,488,224,99
9,Carinthia,1,Vorarlberg,92,Carinthia 2 intermediate,11,Vorarlberg 1 urban,42,5,15,9,3,49,11,11,15,0,118,23,38,29,7,112,25,28,34,8
9,Carinthia,1,Vorarlberg,92,Carinthia 2 intermediate,13,Vorarlberg 3 rural,16,3,7,3,3,17,3,6,4,3,118,23,38,29,7,112,25,28,34,8
9,Carinthia,2,Tyrol,92,Carinthia 2 intermediate,21,Tyrol 1 urban,104,28,27,27,4,77,18,27,19,5,462,121,147,95,19,495,115,157,90,37
9,Carinthia,2,Tyrol,92,Carinthia 2 intermediate,23,Tyrol 3 rural,95,24,25,30,3,123,29,37,16,12,462,121,147,95,19,495,115,157,90,37
9,Carinthia,3,Salzburg,92,Carinthia 2 intermediate,32,Salzburg 2 intermediate,103,25,34,14,10,117,29,36,16,17,387,93,134,74,19,338,68,111,56,39
9,Carinthia,3,Salzburg,92,Carinthia 2 intermediate,33,Salzburg 3 rural,86,17,30,21,5,62,10,16,13,7,387,93,134,74,19,338,68,111,56,39
9,Carinthia,4,Upper Austria,92,Carinthia 2 intermediate,42,Upper Austria 2 intermediate,78,16,27,11,6,107,18,41,23,6,334,75,109,50,15,335,80,102,73,24
9,Carinthia,4,Upper Austria,92,Carinthia 2 intermediate,43,Upper Austria 3 rural,83,16,29,19,2,86,28,22,18,5,334,75,109,50,15,335,80,102,73,24
9,Carinthia,5,Lower Austria,92,Carinthia 2 intermediate,51,Lower Austria 1 urban,83,10,29,20,3,118,16,22,32,18,326,57,106,70,16,418,61,94,98,57
9,Carinthia,5,Lower Austria,92,Carinthia 2 intermediate,53,Lower Austria 3 rural,108,18,33,19,8,131,26,34,22,15,326,57,106,70,16,418,61,94,98,57
9,Carinthia,6,Vienna,92,Carinthia 2 intermediate,61,Vienna 1 urban,979,311,399,149,34,1303,585,370,144,50,1684,525,705,260,57,2217,951,693,243,84
9,Carinthia,7,Burgenland,92,Carinthia 2 intermediate,73,Burgenland 3 rural,31,5,9,7,3,54,10,15,15,3,73,16,21,16,5,85,13,28,21,7
9,Carinthia,8,Styria,92,Carinthia 2 intermediate,82,Styria 2 intermediate,483,165,192,55,14,806,458,172,90,21,1331,440,491,154,45,1958,998,446,218,79
9,Carinthia,8,Styria,92,Carinthia 2 intermediate,83,Styria 3 rural,123,35,39,15,9,190,56,52,33,17,1331,440,491,154,45,1958,998,446,218,79
9,Carinthia,9,Carinthia,92,Carinthia 2 intermediate,92,Carinthia 2 intermediate,5885,1056,1488,1247,393,6425,1211,1577,1324,614,15234,3032,4001,2937,888,16742,3565,4129,3093,1495
9,Carinthia,9,Carinthia,92,Carinthia 2 intermediate,93,Carinthia 3 rural,1533,297,392,292,102,1686,350,445,329,158,15234,3032,4001,2937,888,16742,3565,4129,3093,1495
9,Carinthia,1,Vorarlberg,93,Carinthia 3 rural,11,Vorarlberg 1 urban,44,11,14,9,1,33,8,8,11,3,118,23,38,29,7,112,25,28,34,8
9,Carinthia,1,Vorarlberg,93,Carinthia 3 rural,13,Vorarlberg 3 rural,16,4,2,8,0,13,3,3,4,2,118,23,38,29,7,112,25,28,34,8
9,Carinthia,2,Tyrol,93,Carinthia 3 rural,21,Tyrol 1 urban,65,18,27,9,2,86,37,24,11,6,462,121,147,95,19,495,115,157,90,37
9,Carinthia,2,Tyrol,93,Carinthia 3 rural,23,Tyrol 3 rural,198,51,68,29,10,209,31,69,44,14,462,121,147,95,19,495,115,157,90,37
9,Carinthia,3,Salzburg,93,Carinthia 3 rural,32,Salzburg 2 intermediate,95,18,38,23,0,98,18,39,17,7,387,93,134,74,19,338,68,111,56,39
9,Carinthia,3,Salzburg,93,Carinthia 3 rural,33,Salzburg 3 rural,103,33,32,16,4,61,11,20,10,8,387,93,134,74,19,338,68,111,56,39
9,Carinthia,4,Upper Austria,93,Carinthia 3 rural,42,Upper Austria 2 intermediate,111,36,27,14,4,69,19,17,20,3,334,75,109,50,15,335,80,102,73,24
9,Carinthia,4,Upper Austria,93,Carinthia 3 rural,43,Upper Austria 3 rural,62,7,26,6,3,73,15,22,12,10,334,75,109,50,15,335,80,102,73,24
9,Carinthia,5,Lower Austria,93,Carinthia 3 rural,51,Lower Austria 1 urban,61,15,21,13,2,81,10,21,19,12,326,57,106,70,16,418,61,94,98,57
9,Carinthia,5,Lower Austria,93,Carinthia 3 rural,53,Lower Austria 3 rural,74,14,23,18,3,88,9,17,25,12,326,57,106,70,16,418,61,94,98,57
9,Carinthia,6,Vienna,93,Carinthia 3 rural,61,Vienna 1 urban,705,214,306,111,23,914,366,323,99,34,1684,525,705,260,57,2217,951,693,243,84
9,Carinthia,7,Burgenland,93,Carinthia 3 rural,73,Burgenland 3 rural,42,11,12,9,2,31,3,13,6,4,73,16,21,16,5,85,13,28,21,7
9,Carinthia,8,Styria,93,Carinthia 3 rural,82,Styria 2 intermediate,524,192,200,52,15,727,442,154,53,25,1331,440,491,154,45,1958,998,446,218,79
9,Carinthia,8,Styria,93,Carinthia 3 rural,83,Styria 3 rural,201,48,60,32,7,235,42,68,42,16,1331,440,491,154,45,1958,998,446,218,79
9,Carinthia,9,Carinthia,93,Carinthia 3 rural,92,Carinthia 2 intermediate,2171,460,640,430,115,2515,637,677,423,211,15234,3032,4001,2937,888,16742,3565,4129,3093,1495
9,Carinthia,9,Carinthia,93,Carinthia 3 rural,93,Carinthia 3 rural,5645,1219,1481,968,278,6116,1367,1430,1017,512,15234,3032,4001,2937,888,16742,3565,4129,3093,1495
